baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
DDB_G0267212	15.9038021208378	-0.178157600545389	0.460335804342179	-0.387016605844893	0.698743914391185	0.939419108148079
DDB_G0267354	4.74640657512418	-1.07842995976314	1.04723610047876	-1.02978684488639	0.303110077438925	NA
DDB_G0267370	51.3945587453015	0.123109685920575	0.408698701646211	0.301223579680331	0.763244010369425	0.954406599436682
DDB_G0267374	8174.59706133721	-0.0092008440380571	0.115434473062005	-0.0797062072879645	0.936470922462016	0.988197691452258
DDB_G0267376	1013.2772415651	0.17275117664755	0.121473581725451	1.42212960376844	0.154988630169867	0.581601122631722
DDB_G0267380	60200.5070876968	0.191571256770255	0.184752934532917	1.03690508220925	0.299780095174194	0.734964788567553
DDB_G0267382	53983.1663906435	0.32493564238887	0.171467293399428	1.89502986806902	0.0580884447827184	0.39282840426788
DDB_G0267384	1212.59933708871	-0.142075932503652	0.133602431641861	-1.06342325328707	0.287590052191032	0.723165083785956
DDB_G0267386	13625.5622245059	-0.0231330150103177	0.109593755681618	-0.211079681195721	0.832825095088578	0.972714162338873
DDB_G0267388	730.229023848404	0.0530524656553935	0.114101493666741	0.464958555322205	0.641961136351979	0.922897741287351
DDB_G0267390	6805.64055078745	-0.0200080540844802	0.120112517209575	-0.166577593653871	0.867702425020095	0.979837443063325
DDB_G0267392	334.28890526436	0.365383949015318	0.176001466921482	2.07602786162188	0.0378913742103237	0.325225063346413
DDB_G0267394	2128.41955495136	0.0920175266804139	0.118725201558533	0.77504628732972	0.438312308767628	0.834884772574426
DDB_G0267396	614.946375978882	0.0756389162165856	0.0955615449475834	0.791520441178242	0.428640352593839	0.829925281986764
DDB_G0267398	106.927016129455	1.11096454486736	0.525951841748513	2.11229328748804	0.0346613012491319	0.312942348943117
DDB_G0267400	88950.3746094762	0.0395147751902582	0.0802785389728972	0.492220906058079	0.622563186866171	0.917456506744833
DDB_G0267402	14752.3491297446	-0.0365652010694748	0.117289308477081	-0.311752209508676	0.755228846393008	0.951017795835648
DDB_G0267404	1605.1758602105	0.240045410713115	0.0717369701423082	3.3461883076038	0.000819307345501452	0.0336980047169233
DDB_G0267406	1721.28242451145	0.0684449272447498	0.126329548107348	0.541796660165277	0.587958592425139	0.904500418819827
DDB_G0267408	3973.4477718764	0.0747818525290103	0.160824071600899	0.464991663154685	0.641937426809428	0.922897741287351
DDB_G0267410	625.855313249464	0.0137120908894462	0.187687777023521	0.0730579854847331	0.941759974997778	0.988197691452258
DDB_G0267412	17.4282075671296	1.20113763170963	1.5289124463976	0.785615706471441	0.432092659983959	0.831907232696691
DDB_G0267414	925.292422040504	0.110025519777858	0.0789215392710186	1.39411269463495	0.163283576297936	0.592361932611374
DDB_G0267416	2079.33231248523	-0.208966993739817	0.168433839188434	-1.24064733515952	0.214736057427464	0.652064213920343
DDB_G0267418	101696.916556617	0.116336603290231	0.143829799181581	0.808849097698866	0.418601951062554	0.824439160590645
DDB_G0267420	11837.5657654135	-0.00235516243348492	0.165938383241415	-0.0141929937334542	0.988676009615907	0.99823706348148
DDB_G0267422	587.833828280325	0.0176205225217225	0.0761174109313516	0.231491354029554	0.81693310153249	0.968859169181634
DDB_G0267424	765.58831619043	-0.0079103278413748	0.106102939027597	-0.0745533339026298	0.94057010488513	0.988197691452258
DDB_G0267426	6047.55591535668	0.174671848841742	0.16718109839613	1.04480620427473	0.296112546831973	0.731208014170667
DDB_G0267428	571.109389692154	-0.0316424124048259	0.103936704626982	-0.304439250006888	0.760793268803403	0.953386251242843
DDB_G0267430	251.388781143746	0.0133886703977755	0.111497665399347	0.120080275670542	0.904419557056009	0.984892250642536
DDB_G0267432	526.967567564863	0.00433522792284767	0.175645507561797	0.024681689745594	0.980308860098257	0.996660748685655
DDB_G0267436	8773.0048735056	-0.138033511447553	0.102412725345928	-1.34781601584477	0.177717565366009	0.606935509900234
DDB_G0267438	1041.9585387317	0.0627833578979732	0.116645177670387	0.538242207280826	0.590409844466143	0.905281482844298
DDB_G0267440	72.2239687806304	0.0226513544043305	0.272468292701422	0.0831339095633871	0.933745063226363	0.988138989275303
DDB_G0267442	369.631273683692	-0.111650701427378	0.114580457210218	-0.974430580448244	0.329842791788672	0.76209770403748
DDB_G0267444	8087.25215574408	0.0588627060592801	0.0753768540719378	0.780912214817337	0.434854127406	0.83344682906359
DDB_G0267446	839.220305038828	0.0631524729383298	0.159342659319826	0.396331234886526	0.691860687709742	0.93892905363791
DDB_G0267448	1679.52566281466	-0.145996178576386	0.127216071204194	-1.14762370189886	0.251123940810258	0.691904581186343
DDB_G0267450	2918.75110614021	0.168816002287947	0.128721920337527	1.3114782769344	0.189696228173897	0.626064269787082
DDB_G0267452	9496.74052930462	0.0691321568973615	0.110452386233056	0.625900075635233	0.531380484920939	0.884046785956701
DDB_G0267454	157597.968817118	-0.0600303769540596	0.0928381678533789	-0.646613115511572	0.517882367468186	0.875686018083026
DDB_G0267456	417.769821916148	0.618022622646578	0.620224793314215	0.996449399167244	0.31903184123683	0.752886617881549
DDB_G0267458	409.736878608258	-0.493254344177313	0.23391345815719	-2.10870442454767	0.0349701026924464	0.314036810662508
DDB_G0267460	360.108798534592	0.102669792190793	0.127747200854137	0.803695043839139	0.421573117145409	0.825508282357489
DDB_G0267462	1167.51061869812	-0.0984985638287251	0.0765046862230406	-1.28748405740223	0.1979256228637	0.635425805900489
DDB_G0267464	914.093060946705	-0.0618102471918894	0.0836677404506332	-0.738758413445617	0.460053708440354	0.847251460339562
DDB_G0267466	9.10524068655641	0.238141182992867	0.876580214439043	0.271670725702226	0.785875212472189	0.961323599034153
DDB_G0267470	1888.79515517554	-0.104630095212111	0.128699123827462	-0.812982187449707	0.416228270893068	0.822843279599467
DDB_G0267472	3065.59276934509	-0.0170238433296283	0.0694320752983905	-0.245187015604342	0.806311629648665	0.965561733462562
DDB_G0267476	49.4714977073867	0.0898130587237529	0.269177994275652	0.333656764794004	0.738638578309269	0.946358739802558
DDB_G0267480	2529.39320937683	0.0403019283965456	0.0580948096094673	0.693726834935317	0.487853533806058	0.859453354413663
DDB_G0267482	309.644896645197	-0.166729569355696	0.157860544162054	-1.05618265945249	0.290884771533895	0.725894326385432
DDB_G0267484	217.201511523169	0.033098871757335	0.150983467159642	0.219221828588278	0.826477252267663	0.97112719663963
DDB_G0267486	442.526025981959	-0.145758456546562	0.107576655186505	-1.35492645959165	0.175440988522602	0.604751445055476
DDB_G0267488	111.385831519004	-0.250280094022552	0.172652989497325	-1.44961343994817	0.147166346006882	0.5695427508804
DDB_G0267490	992.028937825703	0.275150963688909	0.166967962953608	1.64792669696378	0.0993677142786796	0.490185201905588
DDB_G0267492	2853.49501979381	-0.139391629108281	0.0727018236255737	-1.91730581376019	0.0551990917785369	0.385906233250831
DDB_G0267494	41.3058180765039	0.0208052848017704	0.300832505570796	0.0691590317419147	0.944863032924365	0.988197691452258
DDB_G0267496	2957.53649081708	0.0628591214538792	0.0671546506401216	0.936035268662748	0.349255029209536	0.774392539677901
DDB_G0267498	109.860990423777	-0.163309571266082	0.176095104554787	-0.927394158281517	0.353721922591757	0.777928263876714
DDB_G0267500	1934.65559283405	0.042556909195481	0.107056091905155	0.397519734170605	0.690984237092374	0.93892905363791
DDB_G0267502	1785.87430689129	0.094353934180347	0.0652868526123185	1.44522105760914	0.148395803408933	0.571507307737442
DDB_G0267504	908.692169406814	0.146077470528746	0.128819283780021	1.13397207500544	0.256806261819297	0.6973146756014
DDB_G0267506	6.1459754094071	0.429805477187589	0.747855436997283	0.574717326270038	0.565482487575759	NA
DDB_G0267508	1150.04438280674	0.25636747515574	0.154669853330984	1.65751418026582	0.0974155643752569	0.488485813420304
DDB_G0267510	249.212343421107	-0.410929447420708	0.173780365282928	-2.3646483119752	0.0180471996497438	0.228927161378125
DDB_G0267512	1064.19074447007	-0.129721658702521	0.0849083503306897	-1.52778446639581	0.126566060243612	0.537268816826962
DDB_G0267514	1392.71783190859	0.209362705280775	0.0904523745856581	2.31461812074938	0.0206338402948566	0.242027304495596
DDB_G0267516	952.722998144157	-0.0101704255809903	0.07886140800404	-0.128965812789815	0.897384700315446	0.983964459053324
DDB_G0267522	57.2720304766822	-0.158636832961906	0.283014466490213	-0.560525526942955	0.575121032954104	0.898735724575392
DDB_G0267524	7570.29409331615	0.110288091413225	0.120740739720201	0.913428985682889	0.361016966734771	0.785801191511353
DDB_G0267526	1262.94826733565	-0.142438626702153	0.0961951638341361	-1.48072544424117	0.138679750830713	0.557772682239013
DDB_G0267528	7580.94120929677	-0.0462510102020092	0.136538541995938	-0.338739593421067	0.734805910917504	0.946056619234036
DDB_G0267530	5834.22118085962	0.364980086891348	0.186712433196301	1.95477119891435	0.050610082043366	0.37419952489807
