baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
PA070_00001_gene	1110.74693107	-0.975242869097458	0.274106336923103	-3.55789975541883	0.000373831917943356	0.000928386996787721
PA070_00002_gene	6553.18280350752	-0.677804169494683	0.227699902844499	-2.97674334080665	0.00291327785062333	0.00626610919367333
PA070_00003_gene	7523.25310060683	-0.113445700489057	0.229287845764371	-0.494774156523062	0.620759548796806	0.69370227872115
PA070_00004_gene	438.720167780495	-0.473644586522769	0.258315776432303	-1.83358753020994	0.066715244640432	0.105554237491705
PA070_00014_gene	9579.50109043779	0.455918729021034	0.23041174853597	1.97871302968676	0.0478483251214208	0.0787977024383237
PA070_00015_gene	11566.3328408069	0.88481658329439	0.235418033746211	3.75849109439191	0.000170941121701629	0.000447308768536809
PA070_00016_gene	6530.88448060322	0.915967056226171	0.231685583593901	3.95349180565193	7.70189027856203e-05	0.000212464887739833
PA070_00017_gene	373.092797698705	0.0317669377211843	0.262030363052766	0.121233804170959	0.903505849721567	0.927784097296874
PA070_00018_gene	4702.24754618209	0.663316312225719	0.231588761258576	2.86419905966467	0.00418065196575147	0.00870469679009961
PA070_00019_gene	844.381649497427	0.921108075796526	0.257904520727486	3.57150806507114	0.000354931616277609	0.000885233737771454
PA070_00020_gene	1671.84693482556	0.748407586722155	0.23735903666685	3.15306127473292	0.00161567888860248	0.00362500725215575
PA070_00021_gene	1806.07701464641	0.579828894705216	0.23433805387314	2.47432666236577	0.0133487579894471	0.0250280236536943
PA070_00022_gene	1360.80728806087	0.531643559830502	0.244750729204854	2.17218376246602	0.0298418049393824	0.0517223327281042
PA070_00023_gene	68.205683464456	0.582962635609238	0.358819787728205	1.62466690953737	0.104233551802687	0.155391807018077
PA070_00024_gene	138.293584593715	-0.238247522487216	0.348185307917796	-0.684254955822159	0.49381418521718	0.579700961266236
PA070_00025_gene	155.599948127374	-0.255027509011645	0.357692793130121	-0.712979165109628	0.475858649827526	0.563289293249734
PA070_00026_gene	141.672842443477	-0.419323476060772	0.318942794361784	-1.31472942318654	0.188600854310313	0.260498624013709
PA070_00027_gene	4.53167893953827	-1.97544861038734	1.33806157041552	-1.47635105443906	0.139849675020802	0.200430116071137
PA070_00028_gene	57.4796641231056	-0.646545849816035	0.394095149160031	-1.64058312109163	0.100883981095664	0.151206672160369
PA070_00029_gene	77.4235537681198	-1.15651421715839	0.422462097268444	-2.73755734451963	0.00618973277048812	0.012452706246197
PA070_00030_gene	328.72810620755	-1.09732938596777	0.285398051160844	-3.84490847608954	0.000120597441452436	0.000323215980147993
PA070_00031_gene	110.988077286196	-1.14622838571765	0.3494283879497	-3.28029554909161	0.00103698393454823	0.00239523360097274
PA070_00032_gene	443.715119370797	-1.02581634231507	0.279055452763059	-3.67603045257846	0.000236891257534619	0.000607120939806555
PA070_00033_gene	435.191979528219	-1.09020769996345	0.294362302546394	-3.70362539813205	0.000212540043864424	0.000548543741495334
PA070_00034_gene	212.489154269511	0.302870019320144	0.28813173711945	1.05115119336744	0.293189155031393	0.378896243088347
PA070_00035_gene	485.424049437564	0.568608343075473	0.275163101461924	2.06644110367449	0.0387868481769716	0.0654680674677165
PA070_00036_gene	273.065096759295	0.0325738688831781	0.274342293744669	0.118734404522748	0.905485778474087	0.92934943488558
PA070_00037_gene	297.949985693557	0.359221899899532	0.282807519126476	1.27019925428108	0.204013663224857	0.278312964058801
PA070_00038_gene	766.765271671923	-1.07366629449421	0.281620106036952	-3.81246321366464	0.000137588712029402	0.000365661803872268
PA070_00039_gene	434.644113690447	2.68175091132238	0.345404545434927	7.76408691421696	8.22354935168448e-15	6.98250457132674e-14
PA070_00040_gene	114.842206443343	3.8110784376323	0.415396804886079	9.1745492329376	4.53467678778721e-20	5.53611766859276e-19
PA070_00041_gene	2001.78575164009	5.7225002881483	0.329539753714141	17.3651288612429	1.51559244642695e-67	9.10792667589849e-66
PA070_00042_gene	434.036424446472	2.38524552589048	0.422920648462829	5.63993632034764	1.70113064485517e-08	7.54362705170828e-08
PA070_00043_gene	486.437225022101	-0.307152215044358	0.258574731536541	-1.1878663209632	0.234886080312852	0.313676411084462
PA070_00044_gene	256.982917248395	-0.672053795726105	0.287001788521373	-2.3416362636223	0.019199416016826	0.0346374557591342
PA070_00045_gene	612.837530215018	-1.55648966169116	0.253202872494158	-6.14720380680938	7.88607739270268e-10	4.03625884761604e-09
PA070_00046_gene	54.2185422135504	-1.45028735668823	0.430183200846237	-3.37132494675591	0.000748075638179358	0.00176834020812082
PA070_00047_gene	42.946460274636	-2.05373273199676	0.509432642967479	-4.03141172900431	5.5442819548695e-05	0.000156347853994318
